,year,quarter,PPI,naics_code,date
2223,1996,3,81.3,2111,1996Q3
2226,1996,4,112.1,2111,1996Q4
2230,1997,1,77.3,2111,1997Q1
2233,1997,2,78.9,2111,1997Q2
2236,1997,3,83.5,2111,1997Q3
2239,1997,4,84.5,2111,1997Q4
2243,1998,1,70.2,2111,1998Q1
2246,1998,2,66.6,2111,1998Q2
2249,1998,3,61.8,2111,1998Q3
2252,1998,4,62.9,2111,1998Q4
2256,1999,1,58.6,2111,1999Q1
2259,1999,2,76.2,2111,1999Q2
2262,1999,3,96.9,2111,1999Q3
2265,1999,4,90.4,2111,1999Q4
2269,2000,1,107.0,2111,2000Q1
2272,2000,2,133.1,2111,2000Q2
2275,2000,3,141.9,2111,2000Q3
2278,2000,4,171.2,2111,2000Q4
2282,2001,1,150.4,2111,2001Q1
2285,2001,2,125.1,2111,2001Q2
2288,2001,3,95.9,2111,2001Q3
2291,2001,4,78.3,2111,2001Q4
2295,2002,1,92.7,2111,2002Q1
2298,2002,2,101.7,2111,2002Q2
2301,2002,3,112.8,2111,2002Q3
2304,2002,4,133.9,2111,2002Q4
2308,2003,1,220.0,2111,2003Q1
2311,2003,2,169.3,2111,2003Q2
2314,2003,3,149.4,2111,2003Q3
2317,2003,4,155.1,2111,2003Q4
2321,2004,1,165.4,2111,2004Q1
2324,2004,2,198.0,2111,2004Q2
2327,2004,3,184.0,2111,2004Q3
2330,2004,4,214.7,2111,2004Q4
2334,2005,1,221.3,2111,2005Q1
2337,2005,2,222.2,2111,2005Q2
2340,2005,3,316.9,2111,2005Q3
2343,2005,4,312.2,2111,2005Q4
2347,2006,1,247.1,2111,2006Q1
2350,2006,2,241.7,2111,2006Q2
2353,2006,3,242.1,2111,2006Q3
2356,2006,4,256.2,2111,2006Q4
2360,2007,1,252.4,2111,2007Q1
2363,2007,2,270.9,2111,2007Q2
2366,2007,3,256.2,2111,2007Q3
2369,2007,4,315.9,2111,2007Q4
2373,2008,1,371.6,2111,2008Q1
2376,2008,2,456.0,2111,2008Q2
2379,2008,3,341.2,2111,2008Q3
2382,2008,4,184.1,2111,2008Q4
2386,2009,1,154.1,2111,2009Q1
2389,2009,2,192.2,2111,2009Q2
2392,2009,3,186.6,2111,2009Q3
2395,2009,4,235.5,2111,2009Q4
2399,2010,1,250.9,2111,2010Q1
2402,2010,2,226.7,2111,2010Q2
2405,2010,3,219.6,2111,2010Q3
2408,2010,4,256.4,2111,2010Q4
2412,2011,1,275.0,2111,2011Q1
2415,2011,2,281.9,2111,2011Q2
2418,2011,3,270.8,2111,2011Q3
2421,2011,4,267.7,2111,2011Q4
2425,2012,1,259.7,2111,2012Q1
2428,2012,2,208.4,2111,2012Q2
2431,2012,3,242.8,2111,2012Q3
2434,2012,4,242.6,2111,2012Q4
2438,2013,1,248.9,2111,2013Q1
2441,2013,2,259.9,2111,2013Q2
2444,2013,3,271.7,2111,2013Q3
2447,2013,4,259.1,2111,2013Q4
2451,2014,1,285.4,2111,2014Q1
2454,2014,2,280.1,2111,2014Q2
2457,2014,3,247.9,2111,2014Q3
2460,2014,4,188.6,2111,2014Q4
2464,2015,1,138.8,2111,2015Q1
2467,2015,2,154.9,2111,2015Q2
2470,2015,3,125.2,2111,2015Q3
2473,2015,4,100.7,2111,2015Q4
2477,2016,1,91.3,2111,2016Q1
2480,2016,2,122.7,2111,2016Q2
2483,2016,3,129.6,2111,2016Q3
2486,2016,4,155.6,2111,2016Q4
2490,2017,1,135.4,2111,2017Q1
2493,2017,2,138.0,2111,2017Q2
2496,2017,3,145.4,2111,2017Q3
2499,2017,4,163.4,2111,2017Q4
2503,2018,1,156.0,2111,2018Q1
2506,2018,2,172.2,2111,2018Q2
2509,2018,3,182.7,2111,2018Q3
2512,2018,4,175.2,2111,2018Q4
2516,2019,1,148.0,2111,2019Q1
2519,2019,2,128.8,2111,2019Q2
2522,2019,3,131.2,2111,2019Q3
2525,2019,4,139.0,2111,2019Q4
2529,2020,1,81.1,2111,2020Q1
2532,2020,2,87.5,2111,2020Q2
2535,2020,3,103.7,2111,2020Q3
2538,2020,4,129.3,2111,2020Q4
2542,2021,1,164.0,2111,2021Q1
2545,2021,2,180.5,2111,2021Q2
2548,2021,3,219.383,2111,2021Q3
2551,2021,4,229.298,2111,2021Q4
2555,2022,1,275.256,2111,2022Q1
2558,2022,2,374.936,2111,2022Q2
2561,2022,3,322.595,2111,2022Q3
2564,2022,4,263.231,2111,2022Q4
2566,2002,2,100.0,211111,2002Q2
2569,2002,3,112.9,211111,2002Q3
2572,2002,4,126.4,211111,2002Q4
2575,2003,1,213.3,211111,2003Q1
2578,2003,2,160.0,211111,2003Q2
2581,2003,3,138.8,211111,2003Q3
2584,2003,4,145.3,211111,2003Q4
2588,2004,1,159.3,211111,2004Q1
2591,2004,2,185.9,211111,2004Q2
2594,2004,3,177.3,211111,2004Q3
2597,2004,4,203.9,211111,2004Q4
2601,2005,1,217.2,211111,2005Q1
2604,2005,2,220.0,211111,2005Q2
2607,2005,3,305.8,211111,2005Q3
2610,2005,4,297.6,211111,2005Q4
2614,2006,1,245.8,211111,2006Q1
2617,2006,2,244.7,211111,2006Q2
2620,2006,3,242.2,211111,2006Q3
2623,2006,4,254.4,211111,2006Q4
2627,2007,1,245.7,211111,2007Q1
2630,2007,2,266.7,211111,2007Q2
2633,2007,3,252.3,211111,2007Q3
2636,2007,4,306.1,211111,2007Q4
2640,2008,1,369.9,211111,2008Q1
2643,2008,2,462.9,211111,2008Q2
2646,2008,3,344.7,211111,2008Q3
2649,2008,4,188.6,211111,2008Q4
2653,2009,1,157.2,211111,2009Q1
2656,2009,2,196.3,211111,2009Q2
2659,2009,3,188.6,211111,2009Q3
2662,2009,4,227.8,211111,2009Q4
2666,2010,1,250.9,211111,2010Q1
2669,2010,2,226.5,211111,2010Q2
2672,2010,3,219.1,211111,2010Q3
2675,2010,4,251.7,211111,2010Q4
2679,2011,1,274.2,211111,2011Q1
2682,2011,2,278.6,211111,2011Q2
2685,2011,3,266.6,211111,2011Q3
2688,2011,4,266.0,211111,2011Q4
2692,2012,1,262.9,211111,2012Q1
2695,2012,2,215.2,211111,2012Q2
2698,2012,3,249.4,211111,2012Q3
2701,2012,4,245.4,211111,2012Q4
2705,2013,1,254.8,211111,2013Q1
2708,2013,2,268.3,211111,2013Q2
2711,2013,3,280.5,211111,2013Q3
2714,2013,4,264.2,211111,2013Q4
2718,2014,1,289.9,211111,2014Q1
2721,2014,2,287.8,211111,2014Q2
2724,2014,3,253.5,211111,2014Q3
2727,2014,4,194.6,211111,2014Q4
2731,2015,1,142.3,211111,2015Q1
2734,2015,2,163.4,211111,2015Q2
2737,2015,3,129.7,211111,2015Q3
2740,2015,4,103.6,211111,2015Q4
2744,2016,1,93.7,211111,2016Q1
2747,2016,2,127.5,211111,2016Q2
2750,2016,3,133.9,211111,2016Q3
2753,2016,4,158.5,211111,2016Q4
2757,2017,1,139.4,211111,2017Q1
2760,2017,2,141.6,211111,2017Q2
2763,2017,3,145.6,211111,2017Q3
2766,2017,4,166.5,211111,2017Q4
2770,2018,1,160.4,211111,2018Q1
2773,2018,2,175.9,211111,2018Q2
2776,2018,3,183.1,211111,2018Q3
2779,2018,4,177.2,211111,2018Q4
2783,2019,1,152.1,211111,2019Q1
2786,2019,2,137.2,211111,2019Q2
2789,2019,3,138.0,211111,2019Q3
2792,2019,4,146.1,211111,2019Q4
2796,2020,1,85.9,211111,2020Q1
2799,2020,2,90.1,211111,2020Q2
2802,2020,3,106.2,211111,2020Q3
2805,2020,4,133.0,211111,2020Q4
2809,2021,1,169.3,211111,2021Q1
2812,2021,2,185.4,211111,2021Q2
2815,2021,3,220.574,211111,2021Q3
2818,2021,4,232.510,211111,2021Q4
2822,2022,1,279.799,211111,2022Q1
2825,2022,2,384.409,211111,2022Q2
2828,2022,3,331.373,211111,2022Q3
2831,2022,4,266.277,211111,2022Q4
2833,2002,2,100.0,211112,2002Q2
2836,2002,3,109.0,211112,2002Q3
2839,2002,4,149.6,211112,2002Q4
2842,2003,1,250.1,211112,2003Q1
2845,2003,2,195.1,211112,2003Q2
2848,2003,3,174.1,211112,2003Q3
2851,2003,4,179.4,211112,2003Q4
2855,2004,1,181.6,211112,2004Q1
2858,2004,2,227.7,211112,2004Q2
2861,2004,3,202.2,211112,2004Q3
2864,2004,4,242.2,211112,2004Q4
2868,2005,1,234.3,211112,2005Q1
2871,2005,2,231.4,211112,2005Q2
2874,2005,3,346.8,211112,2005Q3
2877,2005,4,349.7,211112,2005Q4
2881,2006,1,254.7,211112,2006Q1
2884,2006,2,240.2,211112,2006Q2
2887,2006,3,246.7,211112,2006Q3
2890,2006,4,265.0,211112,2006Q4
2894,2007,1,275.3,211112,2007Q1
2897,2007,2,286.6,211112,2007Q2
2900,2007,3,270.7,211112,2007Q3
2903,2007,4,348.1,211112,2007Q4
2907,2008,1,381.8,211112,2008Q1
2910,2008,2,443.1,211112,2008Q2
2913,2008,3,336.2,211112,2008Q3
2916,2008,4,173.6,211112,2008Q4
2920,2009,1,147.6,211112,2009Q1
2923,2009,2,183.4,211112,2009Q2
2926,2009,3,183.1,211112,2009Q3
2929,2009,4,259.1,211112,2009Q4
2933,2010,1,253.3,211112,2010Q1
2936,2010,2,229.5,211112,2010Q2
2939,2010,3,222.9,211112,2010Q3
2942,2010,4,271.6,211112,2010Q4
2946,2011,1,279.5,211112,2011Q1
2949,2011,2,293.4,211112,2011Q2
2952,2011,3,284.6,211112,2011Q3
2955,2011,4,274.0,211112,2011Q4
2959,2012,1,239.8,211112,2012Q1
2962,2012,2,169.0,211112,2012Q2
2965,2012,3,204.0,211112,2012Q3
2968,2012,4,224.6,211112,2012Q4
2972,2013,1,213.8,211112,2013Q1
2975,2013,2,210.5,211112,2013Q2
2978,2013,3,220.7,211112,2013Q3
2981,2013,4,228.2,211112,2013Q4
2985,2014,1,257.5,211112,2014Q1
2988,2014,2,235.1,211112,2014Q2
2991,2014,3,214.7,211112,2014Q3
2994,2014,4,153.5,211112,2014Q4
2998,2015,1,118.3,211112,2015Q1
3001,2015,2,106.5,211112,2015Q2
3004,2015,3,98.7,211112,2015Q3
3007,2015,4,84.0,211112,2015Q4
3011,2016,1,77.0,211112,2016Q1
3014,2016,2,94.6,211112,2016Q2
3017,2016,3,104.7,211112,2016Q3
3020,2016,4,137.6,211112,2016Q4
3024,2017,1,111.8,211112,2017Q1
3027,2017,2,116.4,211112,2017Q2
3030,2017,3,142.6,211112,2017Q3
3033,2017,4,144.8,211112,2017Q4
3037,2018,1,130.8,211112,2018Q1
3040,2018,2,149.9,211112,2018Q2
3043,2018,3,176.8,211112,2018Q3
3046,2018,4,162.2,211112,2018Q4
3050,2019,1,124.5,211112,2019Q1
3053,2019,2,84.7,211112,2019Q2
3056,2019,3,95.2,211112,2019Q3
3059,2019,4,101.2,211112,2019Q4
3063,2020,1,56.1,211112,2020Q1
3066,2020,2,72.5,211112,2020Q2
3069,2020,3,89.7,211112,2020Q3
3072,2020,4,108.3,211112,2020Q4
3076,2021,1,134.3,211112,2021Q1
3079,2021,2,152.3,211112,2021Q2
3082,2021,3,208.965,211112,2021Q3
3085,2021,4,208.595,211112,2021Q4
3089,2022,1,246.978,211112,2022Q1
3092,2022,2,320.037,211112,2022Q2
3095,2022,3,272.229,211112,2022Q3
3098,2022,4,242.663,211112,2022Q4
3100,2003,4,100.0,321,2003Q4
3103,2004,1,105.9,321,2004Q1
3106,2004,2,108.3,321,2004Q2
3109,2004,3,110.7,321,2004Q3
3112,2004,4,105.9,321,2004Q4
3116,2005,1,109.4,321,2005Q1
3119,2005,2,109.5,321,2005Q2
3122,2005,3,109.6,321,2005Q3
3125,2005,4,108.4,321,2005Q4
3129,2006,1,110.1,321,2006Q1
3132,2006,2,109.6,321,2006Q2
3135,2006,3,107.5,321,2006Q3
3138,2006,4,106.0,321,2006Q4
3142,2007,1,106.8,321,2007Q1
3145,2007,2,107.5,321,2007Q2
3148,2007,3,107.2,321,2007Q3
3151,2007,4,106.1,321,2007Q4
3155,2008,1,105.9,321,2008Q1
3158,2008,2,109.2,321,2008Q2
3161,2008,3,109.1,321,2008Q3
3164,2008,4,106.2,321,2008Q4
3168,2009,1,103.2,321,2009Q1
3171,2009,2,102.3,321,2009Q2
3174,2009,3,103.7,321,2009Q3
3177,2009,4,103.5,321,2009Q4
3181,2010,1,107.3,321,2010Q1
3184,2010,2,109.3,321,2010Q2
3187,2010,3,107.1,321,2010Q3
3190,2010,4,107.3,321,2010Q4
3194,2011,1,108.6,321,2011Q1
3197,2011,2,107.6,321,2011Q2
3200,2011,3,108.1,321,2011Q3
3203,2011,4,108.9,321,2011Q4
3207,2012,1,111.4,321,2012Q1
3210,2012,2,113.1,321,2012Q2
3213,2012,3,115.0,321,2012Q3
3216,2012,4,116.2,321,2012Q4
3220,2013,1,122.3,321,2013Q1
3223,2013,2,120.1,321,2013Q2
3226,2013,3,120.1,321,2013Q3
3229,2013,4,121.8,321,2013Q4
3233,2014,1,124.9,321,2014Q1
3236,2014,2,125.6,321,2014Q2
3239,2014,3,126.8,321,2014Q3
3242,2014,4,125.8,321,2014Q4
3246,2015,1,125.3,321,2015Q1
3249,2015,2,124.3,321,2015Q2
3252,2015,3,123.0,321,2015Q3
3255,2015,4,123.8,321,2015Q4
3259,2016,1,124.4,321,2016Q1
3262,2016,2,125.9,321,2016Q2
3265,2016,3,126.4,321,2016Q3
3268,2016,4,126.1,321,2016Q4
3272,2017,1,128.8,321,2017Q1
3275,2017,2,130.4,321,2017Q2
3278,2017,3,132.1,321,2017Q3
3281,2017,4,133.5,321,2017Q4
3285,2018,1,139.7,321,2018Q1
3288,2018,2,145.5,321,2018Q2
3291,2018,3,139.9,321,2018Q3
3294,2018,4,135.4,321,2018Q4
3298,2019,1,136.9,321,2019Q1
3301,2019,2,135.6,321,2019Q2
3304,2019,3,135.6,321,2019Q3
3307,2019,4,135.9,321,2019Q4
3311,2020,1,140.0,321,2020Q1
3314,2020,2,140.9,321,2020Q2
3317,2020,3,167.4,321,2020Q3
3320,2020,4,162.8,321,2020Q4
3324,2021,1,186.4,321,2021Q1
3327,2021,2,222.1,321,2021Q2
3330,2021,3,179.934,321,2021Q3
3333,2021,4,195.266,321,2021Q4
3337,2022,1,235.397,321,2022Q1
3340,2022,2,208.590,321,2022Q2
3343,2022,3,199.568,321,2022Q3
3346,2022,4,189.708,321,2022Q4
3348,2003,4,100.0,3211,2003Q4
3351,2004,1,109.0,3211,2004Q1
3354,2004,2,113.4,3211,2004Q2
3357,2004,3,116.9,3211,2004Q3
3360,2004,4,106.4,3211,2004Q4
3364,2005,1,112.8,3211,2005Q1
3367,2005,2,113.8,3211,2005Q2
3370,2005,3,111.4,3211,2005Q3
3373,2005,4,108.6,3211,2005Q4
3377,2006,1,113.2,3211,2006Q1
3380,2006,2,109.6,3211,2006Q2
3383,2006,3,105.0,3211,2006Q3
3386,2006,4,102.3,3211,2006Q4
3390,2007,1,105.8,3211,2007Q1
3393,2007,2,105.4,3211,2007Q2
3396,2007,3,102.8,3211,2007Q3
3399,2007,4,98.7,3211,2007Q4
3403,2008,1,97.4,3211,2008Q1
3406,2008,2,104.5,3211,2008Q2
3409,2008,3,101.9,3211,2008Q3
3412,2008,4,94.1,3211,2008Q4
3416,2009,1,86.4,3211,2009Q1
3419,2009,2,85.8,3211,2009Q2
3422,2009,3,90.5,3211,2009Q3
3425,2009,4,92.0,3211,2009Q4
3429,2010,1,99.7,3211,2010Q1
3432,2010,2,100.0,3211,2010Q2
3435,2010,3,96.0,3211,2010Q3
3438,2010,4,97.3,3211,2010Q4
3442,2011,1,100.7,3211,2011Q1
3445,2011,2,97.8,3211,2011Q2
3448,2011,3,98.6,3211,2011Q3
3451,2011,4,98.6,3211,2011Q4
3455,2012,1,102.7,3211,2012Q1
3458,2012,2,104.7,3211,2012Q2
3461,2012,3,103.8,3211,2012Q3
3464,2012,4,108.3,3211,2012Q4
3468,2013,1,120.7,3211,2013Q1
3471,2013,2,112.5,3211,2013Q2
3474,2013,3,114.4,3211,2013Q3
3477,2013,4,118.5,3211,2013Q4
3481,2014,1,125.7,3211,2014Q1
3484,2014,2,125.3,3211,2014Q2
3487,2014,3,127.6,3211,2014Q3
3490,2014,4,122.8,3211,2014Q4
3494,2015,1,119.4,3211,2015Q1
3497,2015,2,115.9,3211,2015Q2
3500,2015,3,112.6,3211,2015Q3
3503,2015,4,113.6,3211,2015Q4
3507,2016,1,115.7,3211,2016Q1
3510,2016,2,119.1,3211,2016Q2
3513,2016,3,119.3,3211,2016Q3
3516,2016,4,118.1,3211,2016Q4
3520,2017,1,122.6,3211,2017Q1
3523,2017,2,123.1,3211,2017Q2
3526,2017,3,124.9,3211,2017Q3
3529,2017,4,127.2,3211,2017Q4
3533,2018,1,136.6,3211,2018Q1
3536,2018,2,145.5,3211,2018Q2
3539,2018,3,130.5,3211,2018Q3
3542,2018,4,121.7,3211,2018Q4
3546,2019,1,123.3,3211,2019Q1
3549,2019,2,118.6,3211,2019Q2
3552,2019,3,121.8,3211,2019Q3
3555,2019,4,121.2,3211,2019Q4
3559,2020,1,127.8,3211,2020Q1
3562,2020,2,130.5,3211,2020Q2
3565,2020,3,185.5,3211,2020Q3
3568,2020,4,163.5,3211,2020Q4
3572,2021,1,202.9,3211,2021Q1
3575,2021,2,240.5,3211,2021Q2
3578,2021,3,147.553,3211,2021Q3
3581,2021,4,184.096,3211,2021Q4
3585,2022,1,240.471,3211,2022Q1
3588,2022,2,173.132,3211,2022Q2
3591,2022,3,161.371,3211,2022Q3
3594,2022,4,149.476,3211,2022Q4
3596,2003,4,100.0,32111,2003Q4
3599,2004,1,109.0,32111,2004Q1
3602,2004,2,113.4,32111,2004Q2
3605,2004,3,116.9,32111,2004Q3
3608,2004,4,106.4,32111,2004Q4
3612,2005,1,112.8,32111,2005Q1
3615,2005,2,113.8,32111,2005Q2
3618,2005,3,111.4,32111,2005Q3
3621,2005,4,108.6,32111,2005Q4
3625,2006,1,113.2,32111,2006Q1
3628,2006,2,109.6,32111,2006Q2
3631,2006,3,105.0,32111,2006Q3
3634,2006,4,102.3,32111,2006Q4
3638,2007,1,105.8,32111,2007Q1
3641,2007,2,105.4,32111,2007Q2
3644,2007,3,102.8,32111,2007Q3
3647,2007,4,98.7,32111,2007Q4
3651,2008,1,97.4,32111,2008Q1
3654,2008,2,104.5,32111,2008Q2
3657,2008,3,101.9,32111,2008Q3
3660,2008,4,94.1,32111,2008Q4
3664,2009,1,86.4,32111,2009Q1
3667,2009,2,85.8,32111,2009Q2
3670,2009,3,90.5,32111,2009Q3
3673,2009,4,92.0,32111,2009Q4
3677,2010,1,99.7,32111,2010Q1
3680,2010,2,100.0,32111,2010Q2
3683,2010,3,96.0,32111,2010Q3
3686,2010,4,97.3,32111,2010Q4
3690,2011,1,100.7,32111,2011Q1
3693,2011,2,97.8,32111,2011Q2
3696,2011,3,98.6,32111,2011Q3
3699,2011,4,98.6,32111,2011Q4
3703,2012,1,102.7,32111,2012Q1
3706,2012,2,104.7,32111,2012Q2
3709,2012,3,103.8,32111,2012Q3
3712,2012,4,108.3,32111,2012Q4
3716,2013,1,120.7,32111,2013Q1
3719,2013,2,112.5,32111,2013Q2
3722,2013,3,114.4,32111,2013Q3
3725,2013,4,118.5,32111,2013Q4
3729,2014,1,125.7,32111,2014Q1
3732,2014,2,125.3,32111,2014Q2
3735,2014,3,127.6,32111,2014Q3
3738,2014,4,122.8,32111,2014Q4
3742,2015,1,119.4,32111,2015Q1
3745,2015,2,115.9,32111,2015Q2
3748,2015,3,112.6,32111,2015Q3
3751,2015,4,113.6,32111,2015Q4
3755,2016,1,115.7,32111,2016Q1
3758,2016,2,119.1,32111,2016Q2
3761,2016,3,119.3,32111,2016Q3
3764,2016,4,118.1,32111,2016Q4
3768,2017,1,122.6,32111,2017Q1
3771,2017,2,123.1,32111,2017Q2
3774,2017,3,124.9,32111,2017Q3
3777,2017,4,127.2,32111,2017Q4
3781,2018,1,136.6,32111,2018Q1
3784,2018,2,145.5,32111,2018Q2
3787,2018,3,130.5,32111,2018Q3
3790,2018,4,121.7,32111,2018Q4
3794,2019,1,123.3,32111,2019Q1
3797,2019,2,118.6,32111,2019Q2
3800,2019,3,121.8,32111,2019Q3
3803,2019,4,121.2,32111,2019Q4
3807,2020,1,127.8,32111,2020Q1
3810,2020,2,130.5,32111,2020Q2
3813,2020,3,185.5,32111,2020Q3
3816,2020,4,163.5,32111,2020Q4
3820,2021,1,202.9,32111,2021Q1
3823,2021,2,240.5,32111,2021Q2
3826,2021,3,147.553,32111,2021Q3
3829,2021,4,184.096,32111,2021Q4
3833,2022,1,240.471,32111,2022Q1
3836,2022,2,173.132,32111,2022Q2
3839,2022,3,161.371,32111,2022Q3
3842,2022,4,149.476,32111,2022Q4
3844,1980,4,100.0,321113,1980Q4
3847,1981,1,97.9,321113,1981Q1
3850,1981,2,100.6,321113,1981Q2
3853,1981,3,96.4,321113,1981Q3
3856,1981,4,93.6,321113,1981Q4
3860,1982,1,92.9,321113,1982Q1
3863,1982,2,94.3,321113,1982Q2
3866,1982,3,92.5,321113,1982Q3
3869,1982,4,92.3,321113,1982Q4
3873,1983,1,101.2,321113,1983Q1
3876,1983,2,107.1,321113,1983Q2
3879,1983,3,99.6,321113,1983Q3
3882,1983,4,100.8,321113,1983Q4
3886,1984,1,105.5,321113,1984Q1
3889,1984,2,100.0,321113,1984Q2
3892,1984,3,97.2,321113,1984Q3
3895,1984,4,97.6,321113,1984Q4
3899,1985,1,98.4,321113,1985Q1
3902,1985,2,102.5,321113,1985Q2
3905,1985,3,95.2,321113,1985Q3
3908,1985,4,93.5,321113,1985Q4
3912,1986,1,96.3,321113,1986Q1
3915,1986,2,98.5,321113,1986Q2
3918,1986,3,100.2,321113,1986Q3
3921,1986,4,98.7,321113,1986Q4
3925,1987,1,102.6,321113,1987Q1
3928,1987,2,103.9,321113,1987Q2
3931,1987,3,108.5,321113,1987Q3
3934,1987,4,105.3,321113,1987Q4
3938,1988,1,107.6,321113,1988Q1
3941,1988,2,108.7,321113,1988Q2
3944,1988,3,106.3,321113,1988Q3
3947,1988,4,104.7,321113,1988Q4
3951,1989,1,109.1,321113,1989Q1
3954,1989,2,114.3,321113,1989Q2
3957,1989,3,113.3,321113,1989Q3
3960,1989,4,109.1,321113,1989Q4
3964,1990,1,112.7,321113,1990Q1
3967,1990,2,111.2,321113,1990Q2
3970,1990,3,108.7,321113,1990Q3
3973,1990,4,105.1,321113,1990Q4
3977,1991,1,106.0,321113,1991Q1
3980,1991,2,119.1,321113,1991Q2
3983,1991,3,112.4,321113,1991Q3
3986,1991,4,114.6,321113,1991Q4
3990,1992,1,129.0,321113,1992Q1
3993,1992,2,126.6,321113,1992Q2
3996,1992,3,129.1,321113,1992Q3
3999,1992,4,136.8,321113,1992Q4
4003,1993,1,169.3,321113,1993Q1
4006,1993,2,156.3,321113,1993Q2
4009,1993,3,156.3,321113,1993Q3
4012,1993,4,167.6,321113,1993Q4
4016,1994,1,168.9,321113,1994Q1
4019,1994,2,162.7,321113,1994Q2
4022,1994,3,158.9,321113,1994Q3
4025,1994,4,156.9,321113,1994Q4
4029,1995,1,155.1,321113,1995Q1
4032,1995,2,147.8,321113,1995Q2
4035,1995,3,152.0,321113,1995Q3
4038,1995,4,144.5,321113,1995Q4
4042,1996,1,145.4,321113,1996Q1
4045,1996,2,156.3,321113,1996Q2
4048,1996,3,158.5,321113,1996Q3
4051,1996,4,158.2,321113,1996Q4
4055,1997,1,165.4,321113,1997Q1
4058,1997,2,165.7,321113,1997Q2
4061,1997,3,160.6,321113,1997Q3
4064,1997,4,158.1,321113,1997Q4
4068,1998,1,158.3,321113,1998Q1
4071,1998,2,148.7,321113,1998Q2
4074,1998,3,147.3,321113,1998Q3
4077,1998,4,146.5,321113,1998Q4
4081,1999,1,155.9,321113,1999Q1
4084,1999,2,162.9,321113,1999Q2
4087,1999,3,158.7,321113,1999Q3
4090,1999,4,155.5,321113,1999Q4
4094,2000,1,157.0,321113,2000Q1
4097,2000,2,149.0,321113,2000Q2
4100,2000,3,141.1,321113,2000Q3
4103,2000,4,139.5,321113,2000Q4
4107,2001,1,139.9,321113,2001Q1
4110,2001,2,152.0,321113,2001Q2
4113,2001,3,141.7,321113,2001Q3
4116,2001,4,134.2,321113,2001Q4
4120,2002,1,142.3,321113,2002Q1
4123,2002,2,139.0,321113,2002Q2
4126,2002,3,138.7,321113,2002Q3
4129,2002,4,136.4,321113,2002Q4
4133,2003,1,137.4,321113,2003Q1
4136,2003,2,138.4,321113,2003Q2
4139,2003,3,147.8,321113,2003Q3
4142,2003,4,146.2,321113,2003Q4
4146,2004,1,160.3,321113,2004Q1
4149,2004,2,168.1,321113,2004Q2
4152,2004,3,174.7,321113,2004Q3
4155,2004,4,156.7,321113,2004Q4
4159,2005,1,165.8,321113,2005Q1
4162,2005,2,165.9,321113,2005Q2
4165,2005,3,162.6,321113,2005Q3
4168,2005,4,159.3,321113,2005Q4
4172,2006,1,165.5,321113,2006Q1
4175,2006,2,160.4,321113,2006Q2
4178,2006,3,154.2,321113,2006Q3
4181,2006,4,150.0,321113,2006Q4
4185,2007,1,155.7,321113,2007Q1
4188,2007,2,154.7,321113,2007Q2
4191,2007,3,150.4,321113,2007Q3
4194,2007,4,143.1,321113,2007Q4
4198,2008,1,140.9,321113,2008Q1
4201,2008,2,151.3,321113,2008Q2
4204,2008,3,146.8,321113,2008Q3
4207,2008,4,134.8,321113,2008Q4
4211,2009,1,120.7,321113,2009Q1
4214,2009,2,120.0,321113,2009Q2
4217,2009,3,128.0,321113,2009Q3
4220,2009,4,130.7,321113,2009Q4
4224,2010,1,142.0,321113,2010Q1
4227,2010,2,141.6,321113,2010Q2
4230,2010,3,136.8,321113,2010Q3
4233,2010,4,139.4,321113,2010Q4
4237,2011,1,144.2,321113,2011Q1
4240,2011,2,140.7,321113,2011Q2
4243,2011,3,142.4,321113,2011Q3
4246,2011,4,141.7,321113,2011Q4
4250,2012,1,146.7,321113,2012Q1
4253,2012,2,148.9,321113,2012Q2
4256,2012,3,148.0,321113,2012Q3
4259,2012,4,154.4,321113,2012Q4
4263,2013,1,173.5,321113,2013Q1
4266,2013,2,160.5,321113,2013Q2
4269,2013,3,164.1,321113,2013Q3
4272,2013,4,171.7,321113,2013Q4
4276,2014,1,182.7,321113,2014Q1
4279,2014,2,181.0,321113,2014Q2
4282,2014,3,184.0,321113,2014Q3
4285,2014,4,176.7,321113,2014Q4
4289,2015,1,170.4,321113,2015Q1
4292,2015,2,164.7,321113,2015Q2
4295,2015,3,159.7,321113,2015Q3
4298,2015,4,160.7,321113,2015Q4
4302,2016,1,164.3,321113,2016Q1
4305,2016,2,169.5,321113,2016Q2
4308,2016,3,170.9,321113,2016Q3
4311,2016,4,168.5,321113,2016Q4
4315,2017,1,176.2,321113,2017Q1
4318,2017,2,177.9,321113,2017Q2
4321,2017,3,181.7,321113,2017Q3
4324,2017,4,184.2,321113,2017Q4
4328,2018,1,199.2,321113,2018Q1
4331,2018,2,211.7,321113,2018Q2
4334,2018,3,188.4,321113,2018Q3
4337,2018,4,174.0,321113,2018Q4
4341,2019,1,175.9,321113,2019Q1
4344,2019,2,167.7,321113,2019Q2
4347,2019,3,173.3,321113,2019Q3
4350,2019,4,172.6,321113,2019Q4
4354,2020,1,183.8,321113,2020Q1
4357,2020,2,185.8,321113,2020Q2
4360,2020,3,272.8,321113,2020Q3
4363,2020,4,241.6,321113,2020Q4
4367,2021,1,303.8,321113,2021Q1
4370,2021,2,367.3,321113,2021Q2
4373,2021,3,213.645,321113,2021Q3
4376,2021,4,274.379,321113,2021Q4
4380,2022,1,362.242,321113,2022Q1
